"","maeCorr","maeEuclid","maeDtw","userQtd"
"1",0.0164615689515503,0.0155742205489693,0.0212769139801873,1
"2",0.0165253324120147,0.0157121286760725,0.0210553961177091,2
"3",0.0166710402531355,0.0158187836965019,0.0219902519416818,3
"4",0.0166322382188113,0.0158569082748789,0.0219762646319859,4
"5",0.0162454805437215,0.0157450063581026,0.0212577157805403,5
"6",0.0166138349640175,0.0156195491014053,0.0220235068223419,6
"7",0.0162783156482478,0.0155663352864569,0.019825566112256,7
"8",0.0161818801222339,0.015632771155953,0.0206179647836116,8
"9",0.0164785676442745,0.0159674884649878,0.0209932876156079,9
"10",0.0168505161744207,0.0160566733168977,0.0211225304473942,10
"11",0.0160978220495667,0.0157995355115397,0.0210117270988759,11
"12",0.0167083084248661,0.016027641185209,0.0220467579158346,12
"13",0.0167569308080667,0.0162404836756231,0.0214738808063567,13
"14",0.0167606512899579,0.0161540933191872,0.0211083735326623,14
"15",0.0162650021786894,0.0155975007161617,0.0218798896589542,15
"16",0.0169651632888706,0.0156407811711658,0.021506070490828,16
"17",0.0159255559674516,0.0155554435521972,0.0209010756632087,17
"18",0.0163781599842828,0.0159177351470473,0.0216479096747225,18
"19",0.0155544023688093,0.0152585958751325,0.0201437336410338,19
"20",0.0163014565941461,0.0154661367091417,0.0214337101827762,20
"21",0.0161494275885982,0.0156254148690106,0.0211825717664769,21
"22",0.0162720458309447,0.0158247398591032,0.0208575442402737,22
"23",0.0161924584784662,0.0157672338417039,0.0209157432162277,23
"24",0.0162492937510443,0.015709019073727,0.0214191560215174,24
"25",0.0157607887506138,0.0156212350494682,0.0198533304598064,25
"26",0.01636450602529,0.0160170836648473,0.0213598075651948,26
"27",0.0170188846811411,0.0162381703445554,0.0214008098745135,27
"28",0.0165034471393062,0.0160403076850615,0.0218591214144162,28
"29",0.0164836799480946,0.0151778176670801,0.0213265659509061,29
"30",0.0160288189422541,0.0156080469230376,0.0194138093412711,30
